tweettext,label
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"I get the worst anxiety attacks,",1
"“No sad, no bad days in LA 
I'ma sail the seven seas just to separate myself from the fakes”",1
RT @mattowens20: Depression is depressing,1
RT @AdrianXpression: Bitch move! You didn't bat an eyelid at your husband's racist bigotry OR his confession of being a sexual predator htt…,1
"RT @NasirPasir: Johan: “Nora kenapa tak buat Kiki Challenge?”
Nora Danish: “Nanti depression kena kecam”
Zizan: “Jangan risau, kalau kita d…",1
Yall remember when Machel went missing from Carnival and damn near sent us into depression?… https://t.co/6P91YLiEq1,1
RT @imsadimok: FUCK I'm sad,1
"RT @OrwellNGoode: If you were to write that about anyone else, it would be career suicide. https://t.co/hgy7unTmTa",1
Overcoming Job Interview Anxiety: Reduce Stress &amp; Get Hired! Coupon|Free  https://t.co/rQTlj8nmqe #coupon,1
Sad ass story smh,1
RT @Ma_Dlams: Depression took my niece this afternoon. I am so broken by this. My baby couldn't go on anymore. 💔 https://t.co/hxree9FcRB,1
@TheoDoesArt @KingofCrybabys @TIHYDP I still have my doubts about them actually having broken up at any point before the anxiety attack.,1
"dagdag mo na malaya, akala, kung di lang rin ikaw sige hahahhaha suicide na hahahhaha charot",1
"RT @frankmcdevitt: Whenever they decide to pull the plug on Twitter, at least we’ll remember it as a place where all of us utterly wasted o…",1
RT @LightSkinHenz: Depression sneaking back into my life https://t.co/PAkDYa6zXO,1
@sulekina or just depression!,1
"RT @NasirPasir: Johan: “Nora kenapa tak buat Kiki Challenge?”
Nora Danish: “Nanti depression kena kecam”
Zizan: “Jangan risau, kalau kita d…",1
"You might be wondering ""why is this a bad thing?"" Well, Garrosh exhibited signs of depression while in Nagrand. Dur… https://t.co/OrsGlsXeyy",1
@DailyMirror Sad twat,1
#RT #depression #bullying SIBLING ABUSE SURVIVORS often get the wrong therapy &amp; https://t.co/lcLOemlMDq https://t.co/vu8rggtZdL,1
"RT @yanticxs: you know what sucks more than social anxiety?

       😜
   👊/||\_ 
    _/¯    ¯\_

being self aware that you’re wasting your…",1
"RT @jbakken2015: ur wcw takes 3 depression naps a day, worries about nothing and eats everything in sight, it's me, im ur wcw",1
"RT @VGupta_MD: Very interesting (open access) @Sunnybrook @CMAJ study

Link between media suicide report and suicide death:
https://t.co/XS…",1
"RT @Salon: His son's death spurs ""No One Cares About Crazy People"" author on a mission to change attitudes on mental health https://t.co/iK…",1
@jovanijara a good song to listen to when you’re sad af is fools gold by one direction,1
RT @athazgor: have you ever been so sad that it physically hurts inside?,1
RT @Leticia8a_: I said bye to miche at work today and it made me so sad 😭,1
RT @LauraBetancur99: Dizque ojala la depilacion laser me quite los bellos momentos que pasamos juntos JAJAJAJAJJAJA SO SAD😞,1
When you nightmares seem so real they scare you and you wake up from it with extra anxiety,1
"""Fool's Gold"" by Jill Scott on @TIDAL 
Not everything that glitters is gold... So very sad. 
👽♦️

 https://t.co/3uI3CRgOr3",1
RT @savantyoongi: my heart aches after knowing such sad news today. we all know how his grandparents meant to him. they raised him very wel…,1
RT @BestMensHair: 9 Celebs Who Escaped From The Terrifying Clutches Of Depression https://t.co/8H3GcDTlxL,1
"RT @3shells1991: Depression is not funny.

Anxiety is not funny.

Schizophrenia is not funny.

Self-harm is not funny.

Anorexia is not fun…",1
"RT @spicaterribIe: otabeks th scary lookin guy who walks by &amp; u overhear him sayin ""hes got that anxiety disorder bro so i went with him so…",1
My anxiety is so bad that I’m having heart palpitations and my right arm is throbbing like I’m gonna have a heart attack lol!,1
"RT @PabloFedados: This is sad , really really sad! 

😭😭😭😂😂😂

@NandosSA https://t.co/EO9u3ymPRz",1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
Depression and anxiety coming to ruin my happy day,1
Eh I figured that out a long time ago.  Can't sleep?  Then you're tired and get depressed.  Then you can't sleep be… https://t.co/xdk2ccEhng,1
i'm so sad about taaeeee. my heart breaks for him and his family. my deepest condolences. 💜,1
"RT @MxhaeI: you know what sucks more than social anxiety?

       😜
   👊/||\_ 
    _/¯    ¯\_

being self aware that you’re wasting your li…",1
Ray J is spoiled rotten to the core and it's sad to see his mom and sis have some family image to hold on to when h… https://t.co/yIEqJ4nom5,1
"RT @MarijanNSS: Ne razumem one koji prave savez sa multimilionerom Đilasom, sa Jeremićem.koji je od SAD tražio da Albanci proglase nezavisn…",1
RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
I added a video to a @YouTube playlist https://t.co/EckXYQX6Er Depression F@ckin SUCKS !!!!!,1
Anxiety is high again. Frickity fuck.,1
Gostei de um vídeo @YouTube https://t.co/L9EfQ7kkBy - SAD! (Official Music Video),1
"RT @Plynteria: Adachi: I became a cop just so I could legally carry a gun and kill people

NA fans: oh fuck yum I love the edge?

Akechi: I…",1
"RT @wndertrev: Broo,,, rocket literally lost everything. Holy sh!t, I'm sad over the life of a cgi raccoon now. https://t.co/gPYXqBMwVm",1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
RT @sugaplumcris: depression: https://t.co/h4LHQHEz3G,1
depression doesn't just come and go. it's debilitating and consumes your daily life. don't be sorry for needing to tell someone that,1
The pornographic undertones of #MeToo - Opera Singer Says Accusations Caused Her Husband To Commit Suicide https://t.co/gyIfFzhkFl,1
"RT @depressingmsgs: depression isn't always sadness, it can also be emptiness, anger, tiredness or loneliness. sometimes a cry for help isn…",1
RT @Essence: Tips for Black women who think your job may be leading to depression: https://t.co/zCt0B1AGN1 https://t.co/L9lJPlcSgg,1
RT @CentreYouthLit: Some adults don't think YA authors should write about depression and suicide. But I get letters daily from teens - @jen…,1
@RyanPMcElwain Ryan stop you’re just making me sad,1
"RT @troubledpoc: i met haqiem rusli at starbucks earlier 😅 i asked him why did he faked his depression , then he threw his iced americano a…",1
"RT @BiljkaSt: Prvo mi bilo smešno, a sad je potresno
Nekad su gradonačelnici Beograda otvarali Gazelu, Sava centar...
A sad nesrećni doktor…",1
"His son's death spurs ""No One Cares About Crazy People"" author on a mission to change attitudes on mental health https://t.co/dnUMJfFp68

…",1
Cute the stress will kill me soon enough,1
"RT @peedekaf: I get so much PUSSY 
P - panic attacks 
U - uncontrollable anxiety 
S - suicidal fantasies 
S - sadness
Y - yearning for death",1
i fuckin hate feeling so sad all the time about shit I got myself into. why do I make my life so hard for myself,1
RT @pettyblackboy: Me and my homegirls taking a break from our depression to turn up at local functions this summer https://t.co/bhtbieNixW,1
"RT @myunwrittensoul: ""Having anxiety is the most silently painful experience. It makes no sense and you sit there alone and suffer for an u…",1
When you realized you been suffering from depression for years,1
RT @Mini__Bn: C’est quand même sad que le pique de libido sois durant les règles.,1
"RT @ChrisNano10: *Xxxtentacion GETS SHOT at 20 years old*

Twitter: he was such a shitty human being, I’m not even sad he died.

*Demi Lova…",1
"RT @clairlemon: Trigger warnings are a self-fulfilling prophecy: ""those who believed that words can cause harm demonstrated a significantly…",1
Kaulion na kaayo sa balay huhu mura sad kog nag ojt 2 months way uli uli 😂,1
RT @FactsOfSchool: School hasn’t even started yet but my stress has,1
RT @bbiss666: me pretending that my depression doesn’t effect my daily life https://t.co/OuSBVbxNSo,1
RT @scottf6f: I wonder if Old Jim will just come up missing..??  How did the Dr. die anyway..? Suicide.??  Are they sure.? https://t.co/7kw…,1
RT @BestMensHair: 9 Celebs Who Escaped From The Terrifying Clutches Of Depression https://t.co/8H3GcDTlxL,1
Que depression ni que la chingada ese guey es borracho,1
"@dopesojung that user obviously just hates gfriend, and using their big account to spread negativity is just sad",1
"RT @Liezl_vdMerwe: My mother tried to end her life when I was 16. In the most horrible way. Because of her disease, she was shunned by all.…",1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
Idk what she meant by wouldn’t be fair but holy fuck,1
"RT @laevantine: who's the villain?!

ff4: ancient amalgam of evil
ff6: power-mad nihilist clown
ff7: some jackass
ff8: a german witch
ff9:…",1
"RT @depressionnote: Warning signs of depression ⚠️

⚠️ low self-esteem
⚠️ guilt
⚠️ feeling hopeless
⚠️ tiredness
⚠️ loss of interest in thi…",1
⌂❤ Vintage Depression Glass Bowl Dining Room Collectible #vintage #depressionglass #glass https://t.co/cHdOjwSIeQ https://t.co/d5HlwXe3JB,1
RT @ladruggie: me to me: bitch you stress me out 😂,1
RT @adoredbts: why u sad?                  idk nan molla https://t.co/h4Rc08MkB6,1
"RT @PabloFedados: This is sad , really really sad! 

😭😭😭😂😂😂

@NandosSA https://t.co/EO9u3ymPRz",1
"RT @sighbrattt: i got this happy ass personality w/ a sad soul, my bad if I be acting weird.",1
Bitches be wearing 10k+ outfits and yet never dropping a penny on shit. When you throw their ass out they be coming… https://t.co/Nkm7KTis2j,1
In other words I tweet shit that no one sees and it’s sad,1
"RT @shookyminyoongi: ""goodmorning"" 
goodmorning fam

""i'm sad""
cheer up fam

i'm so tired 
""take a rest fam""

""i need someone to talk to""
m…",1
@INCIndia During UPA every year avg 10000 farmers committed suicide. What congress did. After 60yr of congress rule… https://t.co/WQv76j2rjU,1
@weejockmcfurr @bilz1westie Jock I am 14 too and have some off days which makes the hoomans worry and feel sad. Res… https://t.co/HbfganyqSa,1
"RT @AlyciaTyre: My anxiety &amp; overthinking has been so bad lately. Cant sleep &amp; been waking up early, no reason. Forgetting to eat cause im…",1
"I've got what scientists call, ""the big depression""",1
"RT @GoFacts_: Sleeping is a cure to forget about pain, problems, stress and everything else for a while.",1
@carlyprunier Pre grad depression &gt; post grad depression,1
RT @NinthWardJawn: me as my mental health continues to decline and my depression and anxiety cloud my judgment and decision making. https:/…,1
"RT @1800SADDAD: don't try to heal yourself, cut your arms and legs off one by one until your depression is gone https://t.co/tx1yK5E3Vp",1
RT @enchiladad: so apparently my theme this summer is gonna be: depression,1
RT @sosadtoday: it's my depression and i'll do what i want with it,1
@DjHarpy317 There isn't anything we can do for people like that but thrive. Just sad that they won't know what it i… https://t.co/FiraIlUKzT,1
"RT @jbakken2015: ur wcw takes 3 depression naps a day, worries about nothing and eats everything in sight, it's me, im ur wcw",1
RT @craigslistlover: This is so sad https://t.co/pK9QiunRbt,1
RT @adoredbts: why u sad?                  idk nan molla https://t.co/h4Rc08MkB6,1
RT @pettyblackboy: Me and my homegirls taking a break from our depression to turn up at local functions this summer https://t.co/bhtbieNixW,1
"RT @LadyThriller69: Hello, my name is Diana Graber. I am Sharika's neighbor, Sharika is in the hospital. She tried to commit suicide. Her c…",1
"There are still too many books that romanticize depression, suicide and self-harm. - @jenniferniven #YAmatters",1
"RT @RedTail_Nupe: “You was at practice shooting, if you missed you do suicides. Them niggas came through shooting. That was our practice. I…",1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"@___Sneakerhead If these fools gonna stress me all season, gotta at least look plair during it...",1
Wowz depression and a fat ass blunt in this weather fucking smacks,1
"RT @GIRLposts: Lana Del Rey: *sings about fucking old men, dying, and depression*

Me: https://t.co/hdaXgO66od",1
Depression is very real. And if you can't be positive and look at negative things and see the good out of them you'll just never be happy.,1
"RT @tye_matt: Damn Daniel! 
Back at it again with the crippling depression",1
"RT @BrittApplegate: Listen, a job can lead to depression, anxiety, all of that. Your health comes first. #NotAlwaysWorthIt https://t.co/3os…",1
"RT @Salon: His son's death spurs ""No One Cares About Crazy People"" author on a mission to change attitudes on mental health https://t.co/iK…",1
RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
RT @95lattae: you know what makes me really sad and it’s something bts have talked about: how fast everything is going for them. they’re do…,1
you know the sad thing about betrayal? it never comes from the enemy.,1
RT @BestMensHair: 9 Celebs Who Escaped From The Terrifying Clutches Of Depression https://t.co/8H3GcDTlxL,1
Abortion causes an increase in the risk of pre-term births in next pregnancies. And mental health risks. Suicide increases 6x.,1
RT @philuhmena: 7 months ago today I was raped. I was ashamed of my body. Hid my depression. Today I am a strong happy survivor &amp; l… ,1
"RT @jbakken2015: ur wcw takes 3 depression naps a day, worries about nothing and eats everything in sight, it's me, im ur wcw",1
RT @haofansite: wait people are actually pissed at minghao for saying that carats can’t date him? which is common sense? it must be sad bei…,1
"2- It takes souless creatures to make humor of death &amp; destruction

My parents, aunts and uncles were all depressio… https://t.co/xaOLSYLg2y",1
"my hearing is fine, sometimes too sensitive bc of my anxiety. but my partner has a severe hearing loss, so we have caps/subs default ""on"".",1
@Jeffm8r Suicide in public areas is strictly prohibited. https://t.co/HtARdHsZzX,1
"RT @MxhaeI: you know what sucks more than social anxiety?

       😜
   👊/||\_ 
    _/¯    ¯\_

being self aware that you’re wasting your li…",1
the photo they used !! Stop it’s sad ☹️,1
"Stress level high
Anxiety level high
Feeling physically sick from nerves 
Can i crawl into bed and cry now",1
8 Depression Myths We Need To Stop Believing... https://t.co/xJJzdef57u https://t.co/4DQC1puY5Z,1
"Other than that, this anxiety attack was totally bad and I wasn't prepared for it bc I'm never anxious outside of small, random triggers",1
"A Shattered Heart--where bullying plants the seeds of depression. #MentalHealthAwareness #Depression

https://t.co/1Surrugx4Y",1
RT @pettyblackboy: Me and my homegirls taking a break from our depression to turn up at local functions this summer https://t.co/bhtbieNixW,1
"RT @NasirPasir: Johan: “Nora kenapa tak buat Kiki Challenge?”
Nora Danish: “Nanti depression kena kecam”
Zizan: “Jangan risau, kalau kita d…",1
"RT @soulstaece: when tae’s grandmother passed away, he was in philippines but now he’s grandfather died, he’s not in korea.. i feel so sad…",1
RT @so_vietbitch: why do asian parents think yelling is gonna fix anything all it does is instill fear and anxiety in your fucking children,1
This fat bitch life is so sad,1
Going to a show to hang out with a boy in a local band and I HAVE THE WORST ANXIETY. Send help.,1
RT @Jniewalker: มินย้อกถามซอฮยอนว่า depression แปลว่าอะไร น้องก็พิมพ์ตอบให้ ละนังก็แบบ อู้วว ชเวซอฮยอนนน~~ ละก็บอกว่าเนี่ยซอฮยอนเคย… ,1
RT @philuhmena: 7 months ago today I was raped. I was ashamed of my body. Hid my depression. Today I am a strong happy survivor &amp; l… ,1
"RT @longlivelonni: stress ages you. calm the fuck down, hoe.",1
RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"RT @tearjin: im so sad my heart actually hurts i love him so much and would do anything for him not to feel sadness, this world is cruel an…",1
RT @LedyardNFLDraft: I can barely watch anymore...it’s so sad https://t.co/STq8OOIhwX,1
RT @TrillxLove: Anxiety/Depression is scary af. You push away everyone that means the most to you and you start to hate the person you are.…,1
@hellowandererUK Medication crisis catalyst depression recovery.Rebuilding polymath creativity.… https://t.co/SROjbqdsIS,1
ngl i miss the simpler times when depression and dissociation overpowered anxiety cuz at least gender dysphoria was kept at bay too,1
"RT @McMurphysMinion: .@RodneyDavis #Iamapreexistingcondition b/c I have a uterus, Depression, &amp;Anxiety. U said u would #ProtectOurCare 4… ",1
"Le sad, couldnt see anything in the dark 😩 you killed it tho queen",1
RT @MuthuiMkenya: It is a sad day in Kenya !!!! Whistle-blowers hit hard after @C_NyaKundiH Twitter account is suspended on unclear grounds…,1
RT @pennyyrealproud: yeah I’m a likkle sad but ya can’t call me broke !!! https://t.co/ozTBM0OucU,1
RT @LUClDITY: sad bitch hours,1
RT @donnyroyalty: I'm so sad that we might not get this kind of event anymore because of what happen. This news even reached to KR. Produce…,1
"RT @mernaangry: ur wcw sets her dreams n goals but does nth to achieve them bc her depression is taking over her life, its me, im ur wcw",1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"I want to fight my anxiety , I can't even enjoy my day out and end up upset all day :((",1
A simple trick to get rid of stress and anxiety in 5 minutes - https://t.co/w5pFMZvVqZ,1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"RT @PabloFedados: This is sad , really really sad! 

😭😭😭😂😂😂

@NandosSA https://t.co/EO9u3ymPRz",1
RT @The2020Fam: school hasn’t started yet but my stress has,1
"RT @NasirPasir: Johan: “Nora kenapa tak buat Kiki Challenge?”
Nora Danish: “Nanti depression kena kecam”
Zizan: “Jangan risau, kalau kita d…",1
Everyday I think about how Billie Eilish is going on tour and im not going to her concert and I get very sad,1
My depression is awful right now. Partly cause I've missed taking my anti-depressants. My go to method of suicide i… https://t.co/JnYc698rt4,1
"RT @LUClDITY: me when i was 14: depression isn’t a joke its serious !!! fuck you !!!

me now: hey who wants to bet on when i'm gonna kill m…",1
RT @rgay: Not being able to eat my feelings makes me so sad every single day.,1
RT @BestMensHair: 9 Celebs Who Escaped From The Terrifying Clutches Of Depression https://t.co/8H3GcDTlxL,1
I feel so sad right now :(,1
RT @AdrianXpression: Bitch move! You didn't bat an eyelid at your husband's racist bigotry OR his confession of being a sexual predator htt…,1
"RT @lucasbavid: Me: I am gonna make art today, there's no reason to be depressed all day
My depression: https://t.co/uOD0RacMpB",1
RT @Afactspost: Depression is the result of over thinking. The mind creates problems that didn't even exist.,1
RT @Samsora_: A new type of anxiety strikes me when I’m in public on twitter and I accidentally full screen a big tiddy goth waifu,1
"RT @ElderLansing: Jay Z is a disgusting race baiting thug who sold Crack, calls women disgusting names, shot his brother, stabbed a record…",1
"RT @3shells1991: Depression is not funny.

Anxiety is not funny.

Schizophrenia is not funny.

Self-harm is not funny.

Anorexia is not fun…",1
RT @Idelisss: Some of y’all really live for drama and it’s sad as fuck.,1
RT @AdrianXpression: Bitch move! You didn't bat an eyelid at your husband's racist bigotry OR his confession of being a sexual predator htt…,1
"RT @MikeBates: .@FLOTUS is talking about mental health today. 
She's an authority on it, as she is on Internet bullying.",1
Please hurry. People will die from depression and anxiety. This is not sustainable. https://t.co/yaDi0oWEeA,1
"RT @3shells1991: Depression is not funny.

Anxiety is not funny.

Schizophrenia is not funny.

Self-harm is not funny.

Anorexia is not fun…",1
RT @go_gaba_gaba: @wasssupkatie i’m sick 95% of the time bc anxiety and it’s getting old!!!!,1
It must be soul crushing to make the same sad subtweets about the same guy EVERY night,1
RT @amusingdobrik: i’m sad and the ending fuck https://t.co/hLrOaf1M0z,1
"(Yeah, because society hates women.) More than 1/3 of teenage girls experience depression... - The Washington Post
https://t.co/2eYtpHWWKY",1
"RT @nyquills: Me: I struggle with depression.

Depression: lmao bro don't tell jokes I won that shit easily.",1
RT @AdrianXpression: Bitch move! You didn't bat an eyelid at your husband's racist bigotry OR his confession of being a sexual predator htt…,1
"@Tess_Holliday As a professional, high %body fat IS UNHEALTHY, it limits some activities, and usually anxiety 'desp… https://t.co/8wBHjy56BA",1
"RT @NasirPasir: Johan: “Nora kenapa tak buat Kiki Challenge?”
Nora Danish: “Nanti depression kena kecam”
Zizan: “Jangan risau, kalau kita d…",1
"RT @3shells1991: Depression is not funny.

Anxiety is not funny.

Schizophrenia is not funny.

Self-harm is not funny.

Anorexia is not fun…",1
"RT @jbakken2015: ur wcw takes 3 depression naps a day, worries about nothing and eats everything in sight, it's me, im ur wcw",1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"Watch ""Kamikaze May on a Brexit suicide mission, SPAMageddon, Comrade May leader of the democracy threate"" on YouTu… https://t.co/p5kKaT6wK0",1
"RT @Taylorr1114: Another night where I fall victim to my depression. 

No one tells you how hard it can get. The repeating lines in my head…",1
RT @Mini__Bn: C’est quand même sad que le pique de libido sois durant les règles.,1
RT @ZulterithArt: Out of my home. In with the in-laws. Anxiety is high but I'll be ok. Let's see when I'll be let back in my house! https:/…,1
Y’all really be sad y’all don’t have nobody to go home to drunk? 😭😭😭😭 I be knocked tf out,1
RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"RT @jbakken2015: ur wcw takes 3 depression naps a day, worries about nothing and eats everything in sight, it's me, im ur wcw",1
@theblaze Jim Carey's a nut job he suffered from depression for years 🤔any guy that let Jenny McCarthy walk out the… https://t.co/tRGvqq6N0h,1
RT @MiseraBill93: Me @ my depression https://t.co/A4SbrDnt0O,1
"RT @forjungs: Jangan sampai trending. Sensor namanya. He doesnt need to see his name trending bc of this sad news.

I'm shaking and I didnt…",1
RT @bbiss666: me pretending that my depression doesn’t effect my daily life https://t.co/OuSBVbxNSo,1
"RT @uranus_2: PTSDの神経科学。レビュー。Brain circuit dysfunction in post-traumatic stress disorder: from mouse to man
https://t.co/toMiG2AiMg",1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"RT @jbakken2015: ur wcw takes 3 depression naps a day, worries about nothing and eats everything in sight, it's me, im ur wcw",1
"RT @jbakken2015: ur wcw takes 3 depression naps a day, worries about nothing and eats everything in sight, it's me, im ur wcw",1
"RT @hEnereyG: This is a sad story of C. Martin Croker’s last days. This guy is hugely important to animation history, arguably there’s no A…",1
RT @ehjovan: so not only am i gay because im depressed but being gay is the root of my depression... im trapped in an endless cycle https:/…,1
I hate feeling sad &amp; not knowing what’s wrong,1
RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
But that’s why a lot of women go through Postpartum depression. Pregnancy is all fine &amp; dandy. But the minute that… https://t.co/gmvLW017sR,1
RT @toejaku: alexa this is so sad play sadness and sorrow https://t.co/oZix7svOUi,1
Even with the manga it could've been filled out a bit more. A bit sad that Ishida got burnt out and bc of his shitt… https://t.co/Tm4ewJ4FWj,1
RT @athazgor: have you ever been so sad that it physically hurts inside?,1
Im stressed and I don’t even know why I’m stressed and the heat is making my stress more stressed and I can’t sleep… https://t.co/eX7iuevIK3,1
"RT @allouratoms: The most gender, sexuality, race, religion, mental health inclusive show quite possibly ever, and you bloody cancel it. Wh…",1
"condolences for your granpa’s death taehyungie, stay strong, we purple you. 
ps: don’t stress yourself too much, we… https://t.co/tk5KegOhRY",1
RT @_ovotay: Toxic people get so mad when you cut them off like bitch I’m trying to save my mental health😂😭,1
RT @DlSTURBlNG: my depression? i'm back on it,1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"i feel sad for him, i hope he'll be okay soon",1
RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
i’m at the “make a Bitmoji while eating a banana in silence” stage of dealing with my generalized anxiety disorder.,1
"@emilysmithhh_ @TSB Sleep deprivation, and anxiety/ stress has been caused",1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
Im here and i want to have a good time but i cant do anything bc everyones all busy so im suddenly The Depression,1
my anxiety disorder convincing my subconscious to develop more irrational phobias and disorders https://t.co/na2XQgOKUf,1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"RT @3shells1991: Depression is not funny.

Anxiety is not funny.

Schizophrenia is not funny.

Self-harm is not funny.

Anorexia is not fun…",1
Real depression hours,1
RT @LifeExtension: Could inflammation be what's making you depressed? https://t.co/iV2gCQwtYb #mood #depression,1
"Remember when Twitter was mostly dick jokes? #ParisAgreement 

Is this what depression feels like?",1
RT @philuhmena: 7 months ago today I was raped. I was ashamed of my body. Hid my depression. Today I am a strong happy survivor &amp; l… ,1
me to my depression when i’m tryna get out of bed in the morning,1
チケット求 7/26 (水) DIR EN GREY TOUR16-17 FROM DEPRESSION TO mode of MACABRE 中野サンプラザ https://t.co/NYWtMtgOQr #DIRENGREY #ディルアングレイ #ANDROGYNOS,1
i cant do this right now my heart rate just went up and i got major anxiety cause i thought of about 4-5 negative things...,1
@Chanellelujan_ It’s sad I never got to try it smh I’m mad,1
@_iAmRoyal “IDpol” has become synonymous with liberal identity reductionism. Quite sad actually.,1
"RT @pillowxthoughts: anxiety is a devastating thing. no matter how many times you are told to “breathe,” it feels as though the air has all…",1
"RT @Warrior4War: Yezidi children in ISIS captivity were brainwashed and many of them were used as suicide bombers, still many are suffering…",1
RT @hobivert: WHY U SAD https://t.co/VtVc31th8g,1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
RT @maleksunshine: im fucking sad https://t.co/tbRKXsrOnW,1
"RT @soulstaece: when tae’s grandmother passed away, he was in philippines but now he’s grandfather died, he’s not in korea.. i feel so sad…",1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
@realDonaldTrump Sad. So sad.,1
depression hours at it again brb https://t.co/IG6ZMK0CrS,1
Tired stressed feeling down don't like tweeting about bad shit but levels of stress has gotten to me hate it just w… https://t.co/hmDiRb9P7X,1
RT @S3XTARO: the kanji for depression gives me depression https://t.co/o8Gen60mlo,1
RT @GIRLposts: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"RT @Friendstagram: Saying ""I'm tired "" when you're actually sad.",1
"RT @itsmattbarrett: Hey my names matt I have awful anxiety, crippling depression and daddy issues",1
"RT @Plynteria: Adachi: I became a cop just so I could legally carry a gun and kill people

NA fans: oh fuck yum I love the edge?

Akechi: I…",1
RT @RealJFairclough: Anxiety/Depression is scary af. You push away everyone that means the most to you and you start to hate the person you…,1
"@proximabangtan @taesnowhite So sad:(
V's grandfather passed away :'(",1
"RT @3shells1991: Depression is not funny.

Anxiety is not funny.

Schizophrenia is not funny.

Self-harm is not funny.

Anorexia is not fun…",1
RT @COCONUTOILBAE: when you want to be friends w ppl but ppl think ur mean and unapproachable cus u have a resting bitch face and soci… ,1
"RT @pillowxthoughts: anxiety is a devastating thing. no matter how many times you are told to “breathe,” it feels as though the air has all…",1
"RT @MxhaeI: you know what sucks more than social anxiety?

       😜
   👊/||\_ 
    _/¯    ¯\_

being self aware that you’re wasting your li…",1
Gosh I feel so sad for him.,1
"RT @soulstaece: when tae’s grandmother passed away, he was in philippines but now he’s grandfather died, he’s not in korea.. i feel so sad…",1
"RT @SidAndAyaPH: Causes of insomnia: 

Regret. 
Self-blame. 
Overthinking. 
Anger. 
Depression. 
Loneliness. 
and
You.",1
"RT @NasirPasir: Johan: “Nora kenapa tak buat Kiki Challenge?”
Nora Danish: “Nanti depression kena kecam”
Zizan: “Jangan risau, kalau kita d…",1
"RT @FeltonGreg: Say goodbye to 24 Sussex Dr., ya shameless, preening mannequin! How does it feel to commit political suicide? https://t.co/…",1
"RT @Salon: His son's death spurs ""No One Cares About Crazy People"" author on a mission to change attitudes on mental health https://t.co/iK…",1
"RT @chiller: ""Schools are in crisis, mental health is in crisis. Yet the funding is there to take parents to court - whatever the cost."" #b…",1
Crisis Counselor job at Mental Health Cooperativ… - Nashville https://t.co/bRe9qxIbHZ #Indeed #jobs,1
"@BBCWorld While American kids work themselves into substance abuse  and mental health disorders. Ah, capitalism.",1
"!!IMPORTANT HOTLINES!!
safe harbor 24/7 crisis line 920-452-7640 or 1-800-499-7640
Depression Hotline: 1-630-482-96… https://t.co/AEzx7GN02n",1
do u ever just lay in bed in the complete darkness and listen to sad songs because same,1
"RT @hannahssyy: As a psych major I’m frustrated at the stigma against wanting attention. All humans need attention. In fact, it’s the lack…",1
RT @DlSTURBlNG: my depression? i'm back on it,1
gaw I’m so sad,1
